loan_amount,term,interest_rate,installment,grade,sub_grade,loan_status,loan_purpose,balance,paid_total,paid_principal,paid_interest,annual_income,debt_to_income,emp_length,homeownership,verified_income,state,delinq_2y,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,credit_utilization,dti_group,income_group,problem_loan,issue_month,risk_category,issue_date
25000,36,6.07,761.35,A,A2,Current,credit_card,23085.67,2275.62,1914.33,361.29,70000.0,27.05,1.0,RENT,Verified,GA,0,0,16,8,96689,27641,28.587533225082478,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
30000,36,10.91,980.89,B,B4,Current,debt_consolidation,27128.58,3887.19,2871.42,1015.77,70000.0,9.51,10.0,RENT,Source Verified,CA,0,0,14,9,25400,18399,72.43700787401575,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
24000,36,9.44,768.12,B,B1,Current,credit_card,21655.23,3059.89,2344.77,715.12,62000.0,19.82,5.0,MORTGAGE,Source Verified,VA,0,0,19,10,203731,32016,15.714839666030207,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
20000,60,26.3,602.37,E,E5,Current,debt_consolidation,19321.97,2380.26,678.03,1702.23,55000.0,45.52,9.0,RENT,Verified,AZ,0,5,30,10,116801,94704,81.08149758991789,40+,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,6.07,304.54,A,A2,Current,debt_consolidation,9134.17,1010.25,865.83,144.42,250000.0,3.67,10.0,OWN,Not Verified,NY,0,2,22,14,397115,27239,6.859222139682459,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
9000,36,11.99,298.89,B,B5,Current,debt_consolidation,7934.09,1488.45,1065.91,422.54,40000.0,6.69,7.0,OWN,Source Verified,TX,1,2,12,8,37000,13672,36.951351351351356,0-10,Low,0,Jan-2018,No Current Problem,2018-01-01
32000,36,9.43,1024.01,B,B1,Current,debt_consolidation,28873.2,3956.59,3126.8,829.79,50000.0,33.7,5.0,OWN,Not Verified,TX,0,3,17,11,266490,61812,23.19486659912192,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
20000,60,21.45,546.15,D,D5,Current,credit_card,19022.42,2671.17,977.58,1693.59,48000.0,15.68,10.0,OWN,Verified,SC,0,1,26,9,83675,18504,22.114132058559903,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
9500,36,14.08,325.06,C,C3,Current,debt_consolidation,8630.47,1292.81,869.53,423.28,42000.0,23.17,10.0,RENT,Not Verified,MA,0,0,17,7,51862,24163,46.59095291350121,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
25000,36,9.44,800.13,B,B1,Current,debt_consolidation,22155.88,3600.53,2844.12,756.41,72000.0,24.83,6.0,MORTGAGE,Not Verified,FL,0,1,38,18,126656,89100,70.34802930773118,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
8000,36,17.09,285.59,D,D1,Current,debt_consolidation,7298.56,1149.3,701.44,447.86,48450.0,20.19,3.0,RENT,Source Verified,OH,0,0,13,11,96461,79654,82.57637801805912,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
40000,60,21.85,1101.35,D,D5,Current,debt_consolidation,38860.45,3255.49,1139.55,2115.94,72200.0,49.98,4.0,MORTGAGE,Verified,TX,0,3,22,14,483062,114420,23.686400503455044,40+,Medium,0,Mar-2018,No Current Problem,2018-03-01
8400,36,17.09,299.86,D,D1,Current,debt_consolidation,6976.44,1866.46,1423.56,442.9,32000.0,9.3,5.0,MORTGAGE,Verified,KY,1,2,16,7,174102,6606,3.794327463211221,0-10,Low,0,Jan-2018,No Current Problem,2018-01-01
10000,36,14.08,342.17,C,C3,Current,home_improvement,9084.7,1349.12,915.3,433.82,95500.0,31.26,Unknown,OWN,Source Verified,NV,0,3,49,39,173632,83447,48.05968945816439,30-40,High,0,Feb-2018,No Current Problem,2018-02-01
25000,36,13.58,849.35,C,C2,Current,debt_consolidation,23281.4,2529.19,1718.6,810.59,80000.0,17.9,7.0,OWN,Source Verified,MI,0,3,18,7,65433,44650,68.23773936698608,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
4000,36,5.32,120.46,A,A1,Fully Paid,major_purchase,0.0,4056.6507505876,4000.0,56.65,65000.0,5.1,5.0,MORTGAGE,Not Verified,TX,0,0,15,5,152343,11227,7.36955422960031,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,12.62,335.12,C,C1,Current,debt_consolidation,9065.57,1322.95,934.43,388.52,100000.0,4.04,10.0,OWN,Source Verified,IL,1,8,23,15,153300,13141,8.57208088714938,0-10,High,0,Feb-2018,No Current Problem,2018-02-01
12000,36,9.44,384.06,B,B1,Charged Off,home_improvement,0.0,0.0,0.0,0.0,59000.0,10.92,Unknown,MORTGAGE,Source Verified,MI,0,6,20,11,108284,15058,13.90602489749178,10-20,Medium,1,Jan-2018,High Risk,2018-01-01
28000,60,14.07,652.53,C,C3,Current,debt_consolidation,27347.74,1348.84,652.26,696.58,50000.0,13.66,6.0,RENT,Verified,VA,0,6,21,7,69435,62630,90.19946712752935,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
8000,36,10.9,261.54,B,B4,Current,credit_card,7428.22,779.78,571.78,208.0,55000.0,18.85,3.0,RENT,Source Verified,NY,0,1,20,15,65581,22850,34.842408624449156,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
30000,36,14.08,1026.5,C,C3,Current,debt_consolidation,27254.14,4082.53,2745.86,1336.67,60000.0,27.0,6.0,MORTGAGE,Verified,OK,0,5,13,12,294395,53346,18.120552319163032,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
6400,36,7.97,200.47,A,A5,Current,debt_consolidation,5761.82,799.05,638.18,160.87,71000.0,18.61,4.0,MORTGAGE,Not Verified,TX,2,1,37,21,299498,87055,29.06697206659143,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
30000,60,14.07,699.14,C,C3,Current,home_improvement,28945.56,2050.52,1054.44,996.08,75000.0,4.14,10.0,RENT,Source Verified,NY,0,0,10,3,15744,8819,56.014989837398375,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,60,13.58,461.03,C,C2,Current,other,19287.91,1352.91,712.09,640.82,100000.0,9.72,10.0,MORTGAGE,Not Verified,CA,0,1,34,12,186875,29614,15.84695652173913,0-10,High,0,Mar-2018,No Current Problem,2018-03-01
10000,36,6.72,307.5,A,A3,Current,other,8728.34,1530.03,1271.66,258.37,108000.0,18.99,10.0,RENT,Not Verified,MI,0,1,38,17,187308,104671,55.88175625173511,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
20000,60,16.02,486.58,C,C5,Current,debt_consolidation,18872.39,2486.3,1127.61,1358.69,60000.0,11.7,10.0,RENT,Source Verified,CO,0,4,13,11,27094,13064,48.217317487266556,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
20000,36,6.07,609.08,A,A2,Current,debt_consolidation,18468.54,1820.5,1531.46,289.04,260000.0,14.94,1.0,MORTGAGE,Source Verified,AZ,1,3,62,23,1150850,113199,9.836121127862015,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
38400,36,6.72,1180.78,A,A3,Current,debt_consolidation,34504.47,4708.78,3895.53,813.25,250000.0,16.73,9.0,MORTGAGE,Source Verified,FL,0,0,22,11,180875,99647,55.09163787145819,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
16000,36,5.32,481.84,A,A1,Current,debt_consolidation,13927.17,2404.47,2072.83,331.64,76000.0,8.26,10.0,RENT,Not Verified,NY,0,0,27,15,112889,31937,28.290621761199052,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
5000,36,7.96,156.59,A,A5,Current,credit_card,4752.33,308.76,247.67,61.09,130000.0,12.04,2.0,RENT,Source Verified,CA,0,1,20,12,106431,64557,60.65619979141415,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
15000,36,20.39,560.44,D,D4,Current,debt_consolidation,14067.64,1647.34,932.36,714.98,70000.0,14.04,8.0,RENT,Source Verified,FL,0,2,16,6,46003,34273,74.50166293502598,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
4500,36,9.93,145.06,B,B2,Current,debt_consolidation,3951.89,722.82,548.11,174.71,80000.0,10.44,10.0,MORTGAGE,Not Verified,GA,0,3,16,13,195508,11655,5.961392884178653,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
16000,60,18.06,406.82,D,D2,Current,house,15320.78,1587.15,679.22,907.93,118000.0,18.52,10.0,MORTGAGE,Source Verified,WA,0,2,25,10,739401,239449,32.38418665920116,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
35000,36,23.88,1370.95,E,E2,Current,debt_consolidation,31493.68,6761.88,3506.32,3255.56,70000.0,21.12,10.0,MORTGAGE,Verified,FL,0,3,12,6,67943,54469,80.16867079758032,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
5475,36,20.39,204.57,D,D4,Current,other,5250.02,427.75,224.98,202.77,20000.0,11.28,1.0,RENT,Source Verified,MI,0,1,3,3,5800,5679,97.91379310344827,10-20,Low,0,Mar-2018,No Current Problem,2018-03-01
6000,36,12.61,201.04,C,C1,Current,credit_card,5581.66,598.92,418.34,180.58,35000.0,20.16,1.0,RENT,Source Verified,TX,0,10,7,2,38365,21945,57.20057343933272,20-30,Low,0,Mar-2018,No Current Problem,2018-03-01
14400,36,14.08,492.72,C,C3,Current,credit_card,12215.8,2901.47,2184.2,717.27,35000.0,34.99,1.0,RENT,Source Verified,NC,0,0,32,13,51500,29375,57.03883495145631,30-40,Low,0,Jan-2018,No Current Problem,2018-01-01
20000,36,10.41,649.21,B,B3,Current,debt_consolidation,18560.45,1936.06,1439.55,496.51,128000.0,16.3,7.0,MORTGAGE,Verified,MD,0,1,18,8,420066,40191,9.567782205653398,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
10000,36,19.03,366.72,D,D3,Current,debt_consolidation,8926.24,1823.03,1073.76,749.27,55000.0,36.16,10.0,RENT,Not Verified,PA,0,2,26,15,81664,67069,82.12798785266457,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,36,6.08,304.59,A,A2,Current,debt_consolidation,8976.56,1209.92,1023.44,186.48,60000.0,15.2,10.0,RENT,Not Verified,FL,0,0,28,10,104164,24815,23.823009869052648,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,10.91,326.97,B,B4,Current,credit_card,8798.66,1628.79,1201.34,427.45,22000.0,12.11,8.0,OWN,Source Verified,FL,0,0,14,4,7208,5135,71.2402885682575,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
12000,36,7.35,372.45,A,A4,Current,debt_consolidation,8696.96,3556.48,3303.04,253.44,50000.0,15.19,5.0,MORTGAGE,Source Verified,NJ,1,1,12,4,211700,15093,7.129428436466697,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,36,6.71,307.45,A,A3,Current,credit_card,9241.17,914.89,758.83,156.06,45000.0,21.79,1.0,RENT,Not Verified,FL,0,3,16,10,73075,22283,30.493328771809786,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
10000,36,10.91,326.97,B,B4,In Grace Period,debt_consolidation,8939.53,1419.83,1060.47,359.36,48000.0,30.93,10.0,RENT,Source Verified,OR,0,1,43,20,116353,95299,81.9050647598257,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
7200,36,15.04,249.74,C,C4,Current,debt_consolidation,6715.48,743.2,484.52,258.68,35000.0,19.03,2.0,RENT,Source Verified,CA,0,1,10,10,48808,21873,44.81437469267333,10-20,Low,0,Mar-2018,No Current Problem,2018-03-01
9200,36,12.61,308.26,C,C1,Current,debt_consolidation,8774.61,610.07,425.39,184.68,90000.0,37.03,Unknown,RENT,Verified,NJ,1,2,35,9,268885,92947,34.56756605983971,30-40,High,0,Mar-2018,No Current Problem,2018-03-01
40000,36,7.35,1241.5,A,A4,Current,home_improvement,35977.23,4949.67,4022.77,926.9,500000.0,8.68,10.0,MORTGAGE,Not Verified,CA,0,13,28,13,237019,128877,54.37412190583877,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
15000,36,11.98,498.08,B,B5,Current,debt_consolidation,13944.54,1484.26,1055.46,428.8,40000.0,16.55,2.0,RENT,Source Verified,WA,0,1,13,9,40780,31956,78.36194212849435,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
18000,36,14.07,615.81,C,C3,Current,debt_consolidation,16771.43,1847.43,1228.57,618.86,38500.0,35.6,10.0,MORTGAGE,Verified,IL,0,0,15,10,67961,36075,53.081914627506954,30-40,Low,0,Mar-2018,No Current Problem,2018-03-01
3800,36,5.31,114.42,A,A1,Current,house,3505.89,341.02,294.11,46.91,100000.0,9.55,2.0,MORTGAGE,Not Verified,GA,0,1,76,38,518564,207089,39.93508997925039,0-10,High,0,Mar-2018,No Current Problem,2018-03-01
35000,36,12.61,1172.73,C,C1,Current,debt_consolidation,32559.72,3469.15,2440.28,1028.87,45000.0,44.11,1.0,MORTGAGE,Verified,TX,0,6,18,6,327120,75621,23.117204695524578,40+,Medium,0,Mar-2018,No Current Problem,2018-03-01
3725,36,20.0,138.44,D,D4,Current,car,3411.85,549.62,313.15,236.47,32000.0,34.43,Unknown,MORTGAGE,Verified,GA,0,1,17,11,236116,33916,14.36412610750648,30-40,Low,0,Feb-2018,No Current Problem,2018-02-01
10000,36,10.9,326.92,B,B4,Current,debt_consolidation,9285.29,968.65,714.71,253.94,82000.0,0.67,6.0,OWN,Not Verified,IN,0,1,16,4,16400,1315,8.018292682926829,0-10,High,0,Mar-2018,No Current Problem,2018-03-01
30000,60,25.82,895.02,E,E4,Current,credit_card,28697.54,4432.07,1302.46,3129.61,65000.0,22.03,5.0,MORTGAGE,Source Verified,VA,0,2,15,7,45838,30078,65.61804616257254,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
19100,60,9.44,400.58,B,B1,Current,credit_card,18086.82,1592.3,1013.18,579.12,56000.0,22.82,3.0,MORTGAGE,Not Verified,PA,0,1,29,10,286297,60762,21.22341484542276,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
16000,36,6.08,487.34,A,A2,Current,home_improvement,13948.22,2425.89,2051.78,374.11,38560.0,17.82,Unknown,MORTGAGE,Not Verified,NC,0,1,12,4,108000,8362,7.742592592592593,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
5000,36,7.96,156.59,A,A5,Current,credit_card,4627.27,467.56,372.73,94.83,50000.0,7.63,10.0,MORTGAGE,Not Verified,WI,0,4,62,35,162700,9424,5.792255685310387,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
35000,36,17.09,1249.42,D,D1,Current,debt_consolidation,31931.37,4964.45,3068.63,1895.82,82048.0,29.97,Unknown,MORTGAGE,Verified,VA,0,0,15,6,257955,59425,23.036963811517513,20-30,High,0,Jan-2018,No Current Problem,2018-01-01
6000,36,10.41,194.77,B,B3,Current,credit_card,5568.11,577.37,431.89,145.48,40000.0,9.72,0.0,RENT,Source Verified,TX,0,5,11,10,54211,32053,59.12637656564166,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
15000,36,10.9,490.38,B,B4,Current,debt_consolidation,13927.93,1462.06,1072.07,389.99,60000.0,39.27,2.0,OWN,Source Verified,OH,0,2,35,24,83833,44547,53.13778583612658,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
18000,60,17.09,448.22,D,D1,Current,debt_consolidation,17215.97,1758.7,784.03,974.67,58000.0,12.39,10.0,MORTGAGE,Source Verified,NJ,0,1,19,11,285719,17143,5.999951000808487,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,11.98,332.05,B,B5,Current,debt_consolidation,9296.37,982.84,703.63,279.21,50000.0,13.06,3.0,RENT,Source Verified,SC,0,0,20,6,27378,22236,81.21849660311199,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
40000,60,13.59,922.25,C,C2,Current,major_purchase,38576.25,2736.55,1423.75,1312.8,125000.0,7.19,4.0,RENT,Verified,NV,0,0,9,7,60868,34376,56.47630939081291,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
3200,36,12.62,107.24,C,C1,Current,debt_consolidation,2824.25,530.59,375.75,154.84,30000.0,11.34,0.0,RENT,Source Verified,IN,0,0,5,5,17500,9202,52.582857142857144,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
19200,36,18.06,694.71,D,D2,Current,debt_consolidation,17964.34,2064.87,1235.66,829.21,35000.0,24.86,Unknown,RENT,Verified,OH,0,1,19,12,44400,23114,52.05855855855855,20-30,Low,0,Mar-2018,No Current Problem,2018-03-01
12800,36,6.71,393.54,A,A3,Current,credit_card,11828.69,1171.08,971.31,199.77,83000.0,15.95,8.0,RENT,Not Verified,CA,0,1,36,15,94060,31166,33.134169678928345,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
10200,36,17.09,364.12,D,D1,Current,credit_card,9305.7,1446.8,894.3,552.5,30000.0,22.56,0.0,RENT,Source Verified,NH,0,0,9,7,45682,46687,102.19999124381593,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
26450,60,16.01,643.36,C,C5,Current,credit_card,25865.18,1239.67,584.82,654.85,88500.0,24.35,10.0,MORTGAGE,Verified,TX,0,1,16,9,454344,76479,16.832840314827532,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
9000,36,10.42,292.19,B,B3,Current,credit_card,7911.05,1455.74,1088.95,366.79,80000.0,7.68,Unknown,RENT,Verified,FL,0,1,21,14,28700,11917,41.52264808362369,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
30000,36,18.06,1085.48,D,D2,Current,debt_consolidation,26733.24,5397.3,3266.76,2130.54,55000.0,11.63,7.0,RENT,Source Verified,NY,0,0,19,7,18675,9914,53.087014725568935,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
15000,36,7.35,465.57,A,A4,Current,debt_consolidation,13491.43,1856.16,1508.57,347.59,50000.0,12.87,10.0,RENT,Source Verified,NY,0,0,14,9,28678,12021,41.9171490341028,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
20500,36,12.62,686.98,C,C1,Current,credit_card,18585.0,2733.55,1915.0,818.55,53000.0,32.09,2.0,MORTGAGE,Not Verified,MS,0,1,14,9,92892,67495,72.65964776299359,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
18000,60,9.44,377.51,B,B1,Current,credit_card,16801.75,1878.11,1198.25,679.86,60000.0,8.28,2.0,MORTGAGE,Not Verified,IL,0,0,15,10,260300,11273,4.330772185939301,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
20000,60,21.85,550.68,D,D5,Current,debt_consolidation,19623.57,1149.24,376.43,772.81,55296.0,24.26,Unknown,MORTGAGE,Not Verified,GA,0,3,42,13,329220,49921,15.163416560354777,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
30000,36,11.99,996.29,B,B5,Current,debt_consolidation,26447.01,4961.47,3552.99,1408.48,106000.0,11.32,10.0,MORTGAGE,Source Verified,WA,0,2,25,10,289646,41763,14.41863516154202,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
5000,36,7.97,156.62,A,A5,Current,credit_card,4374.69,780.89,625.31,155.58,50000.0,18.8,3.0,RENT,Not Verified,NC,0,0,16,9,49622,31211,62.89750513884971,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
3600,36,16.01,126.59,C,C5,Current,car,3361.16,358.96,238.84,120.12,41000.0,16.6,2.0,MORTGAGE,Not Verified,MI,0,2,26,15,186683,33232,17.80129952914834,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
40000,36,9.44,1280.2,B,B1,Current,debt_consolidation,36092.05,5068.36,3907.95,1160.41,450000.0,7.33,10.0,MORTGAGE,Verified,TX,0,6,31,16,190574,140957,73.96444425787358,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
24000,36,9.44,768.12,B,B1,Current,credit_card,21057.47,3828.01,2942.53,885.48,440000.0,21.37,10.0,MORTGAGE,Verified,GA,0,4,32,18,780397,297186,38.08138678134334,20-30,Very High,0,Jan-2018,No Current Problem,2018-01-01
4000,36,20.39,149.46,D,D4,Current,debt_consolidation,3751.34,443.85,248.66,195.19,26000.0,43.21,5.0,MORTGAGE,Verified,IN,0,21,16,5,57282,49519,86.44774972940888,40+,Low,0,Mar-2018,No Current Problem,2018-03-01
10000,60,10.9,216.93,B,B4,Current,other,9488.7,855.61,511.3,344.31,83000.0,12.61,10.0,MORTGAGE,Not Verified,TN,0,1,18,9,304258,33365,10.966022257426264,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
11000,36,13.58,373.72,C,C2,Current,debt_consolidation,10243.8,1112.86,756.2,356.66,38000.0,24.35,0.0,MORTGAGE,Source Verified,MN,0,0,15,10,32500,22195,68.2923076923077,20-30,Low,0,Mar-2018,No Current Problem,2018-03-01
20000,36,18.06,723.66,D,D2,Current,major_purchase,18270.81,2874.57,1729.19,1145.38,89000.0,21.36,10.0,OWN,Verified,FL,1,3,15,9,258439,50845,19.673888228943774,20-30,High,0,Feb-2018,No Current Problem,2018-02-01
40000,60,11.98,889.38,B,B5,Current,debt_consolidation,38515.13,2641.52,1484.87,1156.65,106000.0,16.88,10.0,OWN,Verified,CT,0,1,36,14,377097,46875,12.43048870714962,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
13500,36,5.31,406.49,A,A1,Current,debt_consolidation,12455.13,1193.59,1044.87,148.72,30000.0,14.48,5.0,RENT,Not Verified,CA,0,0,9,5,39040,14161,36.27305327868853,10-20,Low,0,Mar-2018,No Current Problem,2018-03-01
24000,36,7.97,751.75,A,A5,Current,small_business,20998.65,3748.12,3001.35,746.77,110000.0,22.1,8.0,OWN,Verified,CA,1,2,43,16,590365,109960,18.62576541631025,20-30,Very High,0,Jan-2018,No Current Problem,2018-01-01
30000,36,19.03,1100.14,D,D3,Current,debt_consolidation,26777.45,5468.98,3222.55,2246.43,89748.0,17.18,4.0,RENT,Verified,CA,0,1,10,8,64445,51645,80.13810225773915,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
6000,36,6.07,182.73,A,A2,Current,major_purchase,5200.0,895.53,800.0,95.53,60000.0,2.84,1.0,RENT,Not Verified,WA,0,0,4,3,15200,4102,26.986842105263158,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
40000,36,14.08,1368.66,C,C3,Current,debt_consolidation,36338.88,5443.35,3661.12,1782.23,55000.0,28.37,10.0,RENT,Not Verified,CA,0,2,11,9,56210,25228,44.881693648816935,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
12000,36,10.91,392.36,B,B4,Current,debt_consolidation,10557.71,1943.62,1442.29,501.33,34000.0,13.2,0.0,MORTGAGE,Source Verified,AZ,0,4,8,8,153531,8983,5.850935641661945,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
4000,36,6.71,122.98,A,A3,Fully Paid,home_improvement,0.0,4065.6849185726,4000.0,65.68,86000.0,10.81,1.0,MORTGAGE,Verified,NY,0,3,29,15,511274,46604,9.115268916471402,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
18000,36,10.9,588.45,B,B4,Current,debt_consolidation,16713.54,1743.55,1286.46,457.09,104000.0,31.4,10.0,MORTGAGE,Verified,CA,0,0,16,7,297257,284016,95.5456053179572,30-40,Very High,0,Mar-2018,No Current Problem,2018-03-01
9600,36,19.42,353.94,D,D3,Current,credit_card,9199.63,687.17,400.37,286.8,72000.0,22.99,6.0,RENT,Not Verified,AZ,0,3,26,15,86372,63459,73.47172694854814,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
30000,60,25.81,894.85,E,E4,Current,home_improvement,29234.98,2641.53,765.02,1876.51,63000.0,14.78,3.0,MORTGAGE,Source Verified,GA,0,5,42,14,205121,73058,35.61702604803993,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
20000,36,13.59,679.58,C,C2,Current,credit_card,14028.48,6703.22,5971.52,731.7,50000.0,34.18,5.0,RENT,Not Verified,NC,0,3,13,8,98789,74719,75.63493911265424,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
17575,36,5.31,529.19,A,A1,Current,credit_card,16670.16,1053.2,904.84,148.36,97500.0,31.35,6.0,MORTGAGE,Source Verified,WI,0,0,37,24,714755,172425,24.123650761449728,30-40,High,0,Mar-2018,No Current Problem,2018-03-01
2600,36,12.62,87.13,C,C1,Current,debt_consolidation,2357.04,351.26,242.96,108.3,32000.0,10.62,Unknown,MORTGAGE,Source Verified,NH,0,3,9,6,116200,3116,2.6815834767641995,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
3500,36,12.61,117.28,C,C1,Current,debt_consolidation,3255.95,346.94,244.05,102.89,83000.0,26.13,10.0,MORTGAGE,Source Verified,NH,0,3,31,16,485285,59280,12.215502230647969,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
25000,36,10.42,811.62,B,B3,Current,debt_consolidation,21975.24,4043.63,3024.76,1018.87,100000.0,11.46,6.0,RENT,Source Verified,ME,0,0,20,16,79281,29179,36.8045307198446,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
15000,36,10.91,490.45,B,B4,Current,debt_consolidation,13197.14,2443.16,1802.86,640.3,58000.0,23.36,Unknown,RENT,Not Verified,VA,0,1,38,10,23900,6335,26.506276150627617,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
13175,36,21.45,499.42,D,D5,Current,debt_consolidation,11807.39,2481.4,1367.61,1113.79,100000.0,9.67,10.0,MORTGAGE,Verified,IL,0,6,8,5,189297,46880,24.76531587927965,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
20000,60,11.98,444.69,B,B5,Current,credit_card,19257.56,1353.64,742.44,611.2,71000.0,29.67,10.0,MORTGAGE,Not Verified,SC,0,2,14,7,252694,63498,25.128416187167087,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
8550,36,9.93,275.61,B,B2,Current,credit_card,7508.61,1373.33,1041.39,331.94,97000.0,11.22,3.0,RENT,Source Verified,NY,0,5,15,13,49528,41545,83.88184461314812,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
30750,36,25.82,1235.99,E,E4,Late (31-120 days),home_improvement,29588.94,2579.37,1161.06,1418.31,68353.0,16.06,Unknown,MORTGAGE,Verified,NY,0,2,11,8,361446,45182,12.500345833125834,10-20,Medium,1,Jan-2018,Medium Risk,2018-01-01
21200,36,10.42,688.26,B,B3,Current,credit_card,19156.89,2740.77,2043.11,697.66,52278.85,18.04,0.0,RENT,Not Verified,AZ,1,0,20,7,107000,24676,23.061682242990656,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
30000,60,19.03,778.72,D,D3,Current,credit_card,28436.34,3861.88,1563.66,2298.22,34000.0,78.31,2.0,MORTGAGE,Verified,MD,0,4,27,16,290622,102442,35.249224078011984,40+,Low,0,Jan-2018,No Current Problem,2018-01-01
15000,36,12.61,502.6,C,C1,Current,debt_consolidation,14306.42,1036.73,693.58,343.15,60000.0,34.08,Unknown,RENT,Verified,AZ,0,3,35,23,84441,33293,39.42752928079961,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
25975,60,21.45,709.31,D,D5,Current,debt_consolidation,24968.38,2806.29,1006.62,1799.67,319000.0,27.03,7.0,MORTGAGE,Source Verified,NY,0,3,53,28,933098,398755,42.7345252052839,20-30,Very High,0,Feb-2018,No Current Problem,2018-02-01
19000,60,25.82,566.85,E,E4,Current,debt_consolidation,18347.17,2240.15,652.83,1587.32,54000.0,28.24,5.0,RENT,Verified,CA,0,0,21,14,49896,27881,55.87822671156004,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
